!Agilent Technologies,E4990A,MY54202069,A.02.20
!Date: Thu Mar 05 03:47:01 2026

BEGIN CH1_DATA
Frequency(Hz), Cp(F)-data, Rp(Ohm)-data
+3.44747474747e+005, -1.70028879314e-013, +1.01478845090e+008
+3.54828282828e+005, -1.70206196990e-013, +1.00801326359e+008
+3.64909090909e+005, -1.70375446108e-013, +1.00198879806e+008
+3.74989898990e+005, -1.70475850899e-013, +9.77156877473e+007
+3.85070707071e+005, -1.70492509151e-013, +9.32038511221e+007
+3.95151515152e+005, -1.70406767236e-013, +8.67536643390e+007
+4.05232323232e+005, -1.70321298368e-013, +8.07003462908e+007
+4.15313131313e+005, -1.70236082663e-013, +7.50578309673e+007
+4.25393939394e+005, -1.70126277367e-013, +6.93056139788e+007
+4.35474747475e+005, -1.69995202051e-013, +6.36872009674e+007
+4.45555555556e+005, -1.69903191515e-013, +5.92590796920e+007
+4.55636363636e+005, -1.69847652874e-013, +5.57141152162e+007
+4.65717171717e+005, -1.69850459597e-013, +5.29632923410e+007
+4.75797979798e+005, -1.69963452550e-013, +5.10891369888e+007
+4.85878787879e+005, -1.70041406392e-013, +4.93188813307e+007
+4.95959595960e+005, -1.70086457725e-013, +4.76446082389e+007
+5.06040404040e+005, -1.70100572896e-013, +4.60591688095e+007
+5.16121212121e+005, -1.70021503519e-013, +4.46582655910e+007
+5.26202020202e+005, -8.72641745435e-008, +1.54967938656e+000
+5.36282828283e+005, -8.65388047981e-008, +1.55992420228e+000
+5.46363636364e+005, -8.57273545909e-008, +1.57036148951e+000
+5.56444444444e+005, -8.49980863184e-008, +1.58046363225e+000
+5.66525252525e+005, -8.42466005974e-008, +1.59071229086e+000
+5.76606060606e+005, -8.35146546238e-008, +1.60179473657e+000
+5.86686868687e+005, -8.27883731704e-008, +1.61228034967e+000
+5.96767676768e+005, -8.20324550170e-008, +1.62300818445e+000
+6.06848484848e+005, -8.13368319333e-008, +1.63386892808e+000
+6.16929292929e+005, -8.06812506017e-008, +1.64517323839e+000
+6.27010101010e+005, -7.99286095728e-008, +1.65670344341e+000
+6.37090909091e+005, -7.92152773380e-008, +1.66796717177e+000
+6.47171717172e+005, -7.85048734362e-008, +1.67998409610e+000
+6.57252525253e+005, -7.78087566147e-008, +1.69080586554e+000
+6.67333333333e+005, -7.71558050992e-008, +1.70302648417e+000
+6.77414141414e+005, -7.64834222851e-008, +1.71474147446e+000
+6.87494949495e+005, -7.58045095137e-008, +1.72689541001e+000
+6.97575757576e+005, -7.51503133592e-008, +1.73867954463e+000
+7.07656565657e+005, -7.45228973938e-008, +1.75091590227e+000
+7.17737373737e+005, -7.38567422163e-008, +1.76337444817e+000
+7.27818181818e+005, -7.32522005723e-008, +1.77640563575e+000
+7.37898989899e+005, -7.26228593339e-008, +1.78882525503e+000
+7.47979797980e+005, -7.19565847424e-008, +1.80157254439e+000
+7.58060606061e+005, -7.12930266691e-008, +1.81440883474e+000
+7.68141414141e+005, -7.06574930867e-008, +1.82792215917e+000
+7.78222222222e+005, -7.00022313831e-008, +1.84167282219e+000
+7.88303030303e+005, -6.94369862996e-008, +1.85516329428e+000
+7.98383838384e+005, -6.87659032491e-008, +1.86861353691e+000
+8.08464646465e+005, -6.81832208166e-008, +1.88261975920e+000
+8.18545454545e+005, -6.75663507697e-008, +1.89681038066e+000
+8.28626262626e+005, -6.69708280268e-008, +1.91035244462e+000
+8.38707070707e+005, -6.63838073709e-008, +1.92423740614e+000
+8.48787878788e+005, -6.58302866895e-008, +1.93823269092e+000
+8.58868686869e+005, -6.52705637525e-008, +1.95267430989e+000
+8.68949494949e+005, -6.46862228505e-008, +1.96681450906e+000
+8.79030303030e+005, -6.41128749379e-008, +1.98153926552e+000
+8.89111111111e+005, -6.35568168489e-008, +1.99604246444e+000
+8.99191919192e+005, -6.30109600393e-008, +2.01126069653e+000
+9.09272727273e+005, -6.24556273971e-008, +2.02567376622e+000
+9.19353535354e+005, -6.19009214811e-008, +2.04078599604e+000
+9.29434343434e+005, -6.13733505096e-008, +2.05608041804e+000
+9.39515151515e+005, -6.08158845690e-008, +2.07120570386e+000
+9.49595959596e+005, -6.02989843201e-008, +2.08658578420e+000
+9.59676767677e+005, -5.97517124883e-008, +2.10225671168e+000
+9.69757575758e+005, -5.92450047783e-008, +2.11770743389e+000
+9.79838383838e+005, -5.87065332651e-008, +2.13378288341e+000
+9.89919191919e+005, -5.82115914563e-008, +2.14947407380e+000
+1.00000000000e+006, -5.77060379345e-008, +2.16546550646e+000
END
