!Agilent Technologies,E4990A,MY54202069,A.02.20
!Date: Thu Mar 05 03:48:55 2026

BEGIN CH1_DATA
Frequency(Hz), Cp(F)-data, Rp(Ohm)-data
+3.44747474747e+005, -1.70028879314e-013, +1.01478845090e+008
+3.54828282828e+005, -1.70206196990e-013, +1.00801326359e+008
+3.64909090909e+005, -1.70375446108e-013, +1.00198879806e+008
+3.74989898990e+005, -1.70475850899e-013, +9.77156877473e+007
+3.85070707071e+005, -1.70492509151e-013, +9.32038511221e+007
+3.95151515152e+005, -1.70406767236e-013, +8.67536643390e+007
+4.05232323232e+005, -1.70321298368e-013, +8.07003462908e+007
+4.15313131313e+005, -1.70236082663e-013, +7.50578309673e+007
+4.25393939394e+005, -1.70126277367e-013, +6.93056139788e+007
+4.35474747475e+005, -1.69995202051e-013, +6.36872009674e+007
+4.45555555556e+005, -1.69903191515e-013, +5.92590796920e+007
+4.55636363636e+005, -1.69847652874e-013, +5.57141152162e+007
+4.65717171717e+005, -1.69850459597e-013, +5.29632923410e+007
+4.75797979798e+005, -1.69963452550e-013, +5.10891369888e+007
+4.85878787879e+005, -1.70041406392e-013, +4.93188813307e+007
+4.95959595960e+005, -1.70086457725e-013, +4.76446082389e+007
+5.06040404040e+005, -1.70100572896e-013, +4.60591688095e+007
+5.16121212121e+005, -1.70021503519e-013, +4.46582655910e+007
+5.26202020202e+005, -8.17115719053e-008, +1.57461713472e+000
+5.36282828283e+005, -8.10029625203e-008, +1.58424404069e+000
+5.46363636364e+005, -8.03313654630e-008, +1.59409874203e+000
+5.56444444444e+005, -7.96995723167e-008, +1.60353599854e+000
+5.66525252525e+005, -7.90068238287e-008, +1.61342219686e+000
+5.76606060606e+005, -7.84280918751e-008, +1.62346557098e+000
+5.86686868687e+005, -7.77023011359e-008, +1.63347119086e+000
+5.96767676768e+005, -7.71186409495e-008, +1.64356884914e+000
+6.06848484848e+005, -7.64283637844e-008, +1.65407783680e+000
+6.16929292929e+005, -7.57983127815e-008, +1.66432993350e+000
+6.27010101010e+005, -7.52027759475e-008, +1.67486143124e+000
+6.37090909091e+005, -7.45267658617e-008, +1.68605015789e+000
+6.47171717172e+005, -7.38960768076e-008, +1.69664588523e+000
+6.57252525253e+005, -7.32917512115e-008, +1.70756175210e+000
+6.67333333333e+005, -7.27012292244e-008, +1.71899604938e+000
+6.77414141414e+005, -7.21115007538e-008, +1.73020818102e+000
+6.87494949495e+005, -7.15240001868e-008, +1.74135749872e+000
+6.97575757576e+005, -7.09317886483e-008, +1.75238290702e+000
+7.07656565657e+005, -7.03909943975e-008, +1.76400195768e+000
+7.17737373737e+005, -6.97928216754e-008, +1.77568156323e+000
+7.27818181818e+005, -6.92215693396e-008, +1.78761163599e+000
+7.37898989899e+005, -6.86728277944e-008, +1.79931098572e+000
+7.47979797980e+005, -6.80831004989e-008, +1.81133892973e+000
+7.58060606061e+005, -6.74975592623e-008, +1.82379537093e+000
+7.68141414141e+005, -6.69257090243e-008, +1.83645901705e+000
+7.78222222222e+005, -6.63561771092e-008, +1.84909013486e+000
+7.88303030303e+005, -6.57939868525e-008, +1.86208205725e+000
+7.98383838384e+005, -6.52414599377e-008, +1.87514640543e+000
+8.08464646465e+005, -6.46820473133e-008, +1.88835312377e+000
+8.18545454545e+005, -6.41525216233e-008, +1.90067167053e+000
+8.28626262626e+005, -6.36272470534e-008, +1.91391229096e+000
+8.38707070707e+005, -6.30899216935e-008, +1.92718603813e+000
+8.48787878788e+005, -6.25766436586e-008, +1.93997387342e+000
+8.58868686869e+005, -6.20675326142e-008, +1.95335679018e+000
+8.68949494949e+005, -6.15663446340e-008, +1.96708633680e+000
+8.79030303030e+005, -6.10627313989e-008, +1.98075327536e+000
+8.89111111111e+005, -6.05486311620e-008, +1.99460487576e+000
+8.99191919192e+005, -6.00488138834e-008, +2.00830747178e+000
+9.09272727273e+005, -5.95429594168e-008, +2.02196962685e+000
+9.19353535354e+005, -5.90564770826e-008, +2.03632716791e+000
+9.29434343434e+005, -5.85513358692e-008, +2.05059272246e+000
+9.39515151515e+005, -5.80664291863e-008, +2.06496275750e+000
+9.49595959596e+005, -5.75958468476e-008, +2.07933736543e+000
+9.59676767677e+005, -5.71144134153e-008, +2.09369352794e+000
+9.69757575758e+005, -5.66314336749e-008, +2.10898092049e+000
+9.79838383838e+005, -5.61582015461e-008, +2.12297017761e+000
+9.89919191919e+005, -5.57074479467e-008, +2.13837229355e+000
+1.00000000000e+006, -5.52312603050e-008, +2.15283185553e+000
END
