!Agilent Technologies,E4990A,MY54202069,A.02.20
!Date: Thu Mar 05 03:44:35 2026

BEGIN CH1_DATA
Frequency(Hz), Cp(F)-data, Rp(Ohm)-data
+3.44747474747e+005, -1.70028879314e-013, +1.01478845090e+008
+3.54828282828e+005, -1.70206196990e-013, +1.00801326359e+008
+3.64909090909e+005, -1.70375446108e-013, +1.00198879806e+008
+3.74989898990e+005, -1.70475850899e-013, +9.77156877473e+007
+3.85070707071e+005, -1.70492509151e-013, +9.32038511221e+007
+3.95151515152e+005, -1.70406767236e-013, +8.67536643390e+007
+4.05232323232e+005, -1.70321298368e-013, +8.07003462908e+007
+4.15313131313e+005, -1.70236082663e-013, +7.50578309673e+007
+4.25393939394e+005, -1.70126277367e-013, +6.93056139788e+007
+4.35474747475e+005, -1.69995202051e-013, +6.36872009674e+007
+4.45555555556e+005, -1.69903191515e-013, +5.92590796920e+007
+4.55636363636e+005, -1.69847652874e-013, +5.57141152162e+007
+4.65717171717e+005, -1.69850459597e-013, +5.29632923410e+007
+4.75797979798e+005, -1.69963452550e-013, +5.10891369888e+007
+4.85878787879e+005, -1.70041406392e-013, +4.93188813307e+007
+4.95959595960e+005, -1.70086457725e-013, +4.76446082389e+007
+5.06040404040e+005, -1.70100572896e-013, +4.60591688095e+007
+5.16121212121e+005, -1.70021503519e-013, +4.46582655910e+007
+5.26202020202e+005, -8.50122049976e-008, +1.54605734578e+000
+5.36282828283e+005, -8.43110689253e-008, +1.55572428249e+000
+5.46363636364e+005, -8.35780563572e-008, +1.56512647002e+000
+5.56444444444e+005, -8.28589871451e-008, +1.57523816779e+000
+5.66525252525e+005, -8.21664322601e-008, +1.58553075725e+000
+5.76606060606e+005, -8.14720283174e-008, +1.59528758988e+000
+5.86686868687e+005, -8.08017327022e-008, +1.60516589275e+000
+5.96767676768e+005, -8.00918602433e-008, +1.61621216730e+000
+6.06848484848e+005, -7.94089072174e-008, +1.62617167367e+000
+6.16929292929e+005, -7.87447259985e-008, +1.63700041451e+000
+6.27010101010e+005, -7.80570603577e-008, +1.64777968813e+000
+6.37090909091e+005, -7.74039425477e-008, +1.65880397688e+000
+6.47171717172e+005, -7.67554331716e-008, +1.66969401417e+000
+6.57252525253e+005, -7.60819290172e-008, +1.68094730208e+000
+6.67333333333e+005, -7.54355075913e-008, +1.69206837261e+000
+6.77414141414e+005, -7.48076178864e-008, +1.70361756107e+000
+6.87494949495e+005, -7.41912269250e-008, +1.71481406859e+000
+6.97575757576e+005, -7.35836558494e-008, +1.72691249701e+000
+7.07656565657e+005, -7.29895757769e-008, +1.73826960699e+000
+7.17737373737e+005, -7.23413057276e-008, +1.74968000113e+000
+7.27818181818e+005, -7.17478586553e-008, +1.76189082287e+000
+7.37898989899e+005, -7.11444826133e-008, +1.77426236447e+000
+7.47979797980e+005, -7.05370126468e-008, +1.78638209781e+000
+7.58060606061e+005, -6.99326527334e-008, +1.79900102949e+000
+7.68141414141e+005, -6.93396997897e-008, +1.81219706093e+000
+7.78222222222e+005, -6.87298941566e-008, +1.82492449430e+000
+7.88303030303e+005, -6.80994926556e-008, +1.83770782772e+000
+7.98383838384e+005, -6.75163393499e-008, +1.85071820654e+000
+8.08464646465e+005, -6.69209955361e-008, +1.86354556309e+000
+8.18545454545e+005, -6.63655393055e-008, +1.87722186696e+000
+8.28626262626e+005, -6.58071069183e-008, +1.89030269924e+000
+8.38707070707e+005, -6.52339810074e-008, +1.90359475342e+000
+8.48787878788e+005, -6.46889466584e-008, +1.91724827455e+000
+8.58868686869e+005, -6.41699166041e-008, +1.93071257876e+000
+8.68949494949e+005, -6.35930562928e-008, +1.94496711773e+000
+8.79030303030e+005, -6.30729224135e-008, +1.95793534028e+000
+8.89111111111e+005, -6.25571967772e-008, +1.97226849669e+000
+8.99191919192e+005, -6.20211472067e-008, +1.98608739633e+000
+9.09272727273e+005, -6.14924064949e-008, +2.00057208087e+000
+9.19353535354e+005, -6.09905747705e-008, +2.01463932847e+000
+9.29434343434e+005, -6.04552715805e-008, +2.02924071612e+000
+9.39515151515e+005, -5.99478356353e-008, +2.04342043181e+000
+9.49595959596e+005, -5.94313735631e-008, +2.05782387167e+000
+9.59676767677e+005, -5.89222342062e-008, +2.07369795221e+000
+9.69757575758e+005, -5.84247081076e-008, +2.08818251425e+000
+9.79838383838e+005, -5.79045817650e-008, +2.10296643791e+000
+9.89919191919e+005, -5.74155973188e-008, +2.11793659205e+000
+1.00000000000e+006, -5.69429598667e-008, +2.13328627905e+000
END
