!Agilent Technologies,E4990A,MY54202069,A.02.20
!Date: Thu Mar 05 03:50:49 2026

BEGIN CH1_DATA
Frequency(Hz), Cp(F)-data, Rp(Ohm)-data
+3.44747474747e+005, -1.70028879314e-013, +1.01478845090e+008
+3.54828282828e+005, -1.70206196990e-013, +1.00801326359e+008
+3.64909090909e+005, -1.70375446108e-013, +1.00198879806e+008
+3.74989898990e+005, -1.70475850899e-013, +9.77156877473e+007
+3.85070707071e+005, -1.70492509151e-013, +9.32038511221e+007
+3.95151515152e+005, -1.70406767236e-013, +8.67536643390e+007
+4.05232323232e+005, -1.70321298368e-013, +8.07003462908e+007
+4.15313131313e+005, -1.70236082663e-013, +7.50578309673e+007
+4.25393939394e+005, -1.70126277367e-013, +6.93056139788e+007
+4.35474747475e+005, -1.69995202051e-013, +6.36872009674e+007
+4.45555555556e+005, -1.69903191515e-013, +5.92590796920e+007
+4.55636363636e+005, -1.69847652874e-013, +5.57141152162e+007
+4.65717171717e+005, -1.69850459597e-013, +5.29632923410e+007
+4.75797979798e+005, -1.69963452550e-013, +5.10891369888e+007
+4.85878787879e+005, -1.70041406392e-013, +4.93188813307e+007
+4.95959595960e+005, -1.70086457725e-013, +4.76446082389e+007
+5.06040404040e+005, -1.70100572896e-013, +4.60591688095e+007
+5.16121212121e+005, -1.70021503519e-013, +4.46582655910e+007
+5.26202020202e+005, -8.41455877798e-008, +1.53937810341e+000
+5.36282828283e+005, -8.34150811104e-008, +1.54860038867e+000
+5.46363636364e+005, -8.27118437434e-008, +1.55827489875e+000
+5.56444444444e+005, -8.20448166640e-008, +1.56774819911e+000
+5.66525252525e+005, -8.13099538073e-008, +1.57732340447e+000
+5.76606060606e+005, -8.06595865816e-008, +1.58724440713e+000
+5.86686868687e+005, -7.99662957506e-008, +1.59714149253e+000
+5.96767676768e+005, -7.92668290203e-008, +1.60732550008e+000
+6.06848484848e+005, -7.86806777127e-008, +1.61766000063e+000
+6.16929292929e+005, -7.79618983397e-008, +1.62773494601e+000
+6.27010101010e+005, -7.73351664372e-008, +1.63805153306e+000
+6.37090909091e+005, -7.66325993138e-008, +1.64881894532e+000
+6.47171717172e+005, -7.60374884006e-008, +1.65922745785e+000
+6.57252525253e+005, -7.53870310714e-008, +1.67019809109e+000
+6.67333333333e+005, -7.47529327305e-008, +1.68095926349e+000
+6.77414141414e+005, -7.41129428504e-008, +1.69226907271e+000
+6.87494949495e+005, -7.35320012846e-008, +1.70318531675e+000
+6.97575757576e+005, -7.29127896164e-008, +1.71461850835e+000
+7.07656565657e+005, -7.23167509480e-008, +1.72559579599e+000
+7.17737373737e+005, -7.17499173361e-008, +1.73704212631e+000
+7.27818181818e+005, -7.11232356407e-008, +1.74891115388e+000
+7.37898989899e+005, -7.05215327582e-008, +1.76049538094e+000
+7.47979797980e+005, -6.99427412977e-008, +1.77273983097e+000
+7.58060606061e+005, -6.93534301384e-008, +1.78496494223e+000
+7.68141414141e+005, -6.87475088241e-008, +1.79712782230e+000
+7.78222222222e+005, -6.81518097915e-008, +1.80931109294e+000
+7.88303030303e+005, -6.75656397854e-008, +1.82239466662e+000
+7.98383838384e+005, -6.69985496048e-008, +1.83471914330e+000
+8.08464646465e+005, -6.64232321859e-008, +1.84764471186e+000
+8.18545454545e+005, -6.58523517944e-008, +1.86037534757e+000
+8.28626262626e+005, -6.52775022765e-008, +1.87307636314e+000
+8.38707070707e+005, -6.47508897434e-008, +1.88617420470e+000
+8.48787878788e+005, -6.42381839651e-008, +1.89894028885e+000
+8.58868686869e+005, -6.36981219761e-008, +1.91221103505e+000
+8.68949494949e+005, -6.31676802743e-008, +1.92570853237e+000
+8.79030303030e+005, -6.26288341616e-008, +1.93869590666e+000
+8.89111111111e+005, -6.21283346747e-008, +1.95212338857e+000
+8.99191919192e+005, -6.15918088579e-008, +1.96575641972e+000
+9.09272727273e+005, -6.10874823078e-008, +1.97927137823e+000
+9.19353535354e+005, -6.05702989186e-008, +1.99348955995e+000
+9.29434343434e+005, -6.00588455822e-008, +2.00773259891e+000
+9.39515151515e+005, -5.95688028619e-008, +2.02140134494e+000
+9.49595959596e+005, -5.90620137273e-008, +2.03610014547e+000
+9.59676767677e+005, -5.85504376557e-008, +2.05032063720e+000
+9.69757575758e+005, -5.80741088156e-008, +2.06446390305e+000
+9.79838383838e+005, -5.75940593464e-008, +2.07914937119e+000
+9.89919191919e+005, -5.70880180721e-008, +2.09338634576e+000
+1.00000000000e+006, -5.66215100350e-008, +2.10815695330e+000
END
