!Agilent Technologies,E4990A,MY54202069,A.02.20
!Date: Thu Mar 05 03:59:28 2026

BEGIN CH1_DATA
Frequency(Hz), Cp(F)-data, Rp(Ohm)-data
+3.44747474747e+005, -1.70028879314e-013, +1.01478845090e+008
+3.54828282828e+005, -1.70206196990e-013, +1.00801326359e+008
+3.64909090909e+005, -1.70375446108e-013, +1.00198879806e+008
+3.74989898990e+005, -1.70475850899e-013, +9.77156877473e+007
+3.85070707071e+005, -1.70492509151e-013, +9.32038511221e+007
+3.95151515152e+005, -1.70406767236e-013, +8.67536643390e+007
+4.05232323232e+005, -1.70321298368e-013, +8.07003462908e+007
+4.15313131313e+005, -1.70236082663e-013, +7.50578309673e+007
+4.25393939394e+005, -1.70126277367e-013, +6.93056139788e+007
+4.35474747475e+005, -1.69995202051e-013, +6.36872009674e+007
+4.45555555556e+005, -1.69903191515e-013, +5.92590796920e+007
+4.55636363636e+005, -1.69847652874e-013, +5.57141152162e+007
+4.65717171717e+005, -1.69850459597e-013, +5.29632923410e+007
+4.75797979798e+005, -1.69963452550e-013, +5.10891369888e+007
+4.85878787879e+005, -1.70041406392e-013, +4.93188813307e+007
+4.95959595960e+005, -1.70086457725e-013, +4.76446082389e+007
+5.06040404040e+005, -1.70100572896e-013, +4.60591688095e+007
+5.16121212121e+005, -1.70021503519e-013, +4.46582655910e+007
+5.26202020202e+005, -8.60155195715e-008, +1.57954416980e+000
+5.36282828283e+005, -8.52855999541e-008, +1.58983790315e+000
+5.46363636364e+005, -8.44990756367e-008, +1.60045735968e+000
+5.56444444444e+005, -8.38082617613e-008, +1.61111487711e+000
+5.66525252525e+005, -8.30259310548e-008, +1.62188163092e+000
+5.76606060606e+005, -8.23349335198e-008, +1.63212886196e+000
+5.86686868687e+005, -8.15951456333e-008, +1.64364245167e+000
+5.96767676768e+005, -8.08667148379e-008, +1.65451616285e+000
+6.06848484848e+005, -8.02077444965e-008, +1.66623184521e+000
+6.16929292929e+005, -7.94520707087e-008, +1.67721830467e+000
+6.27010101010e+005, -7.87806679466e-008, +1.68919727425e+000
+6.37090909091e+005, -7.80453628752e-008, +1.70065693944e+000
+6.47171717172e+005, -7.73711822382e-008, +1.71252992526e+000
+6.57252525253e+005, -7.66780112069e-008, +1.72434714536e+000
+6.67333333333e+005, -7.60236375543e-008, +1.73666637823e+000
+6.77414141414e+005, -7.53208390432e-008, +1.74908740241e+000
+6.87494949495e+005, -7.46961358229e-008, +1.76152520800e+000
+6.97575757576e+005, -7.40779271894e-008, +1.77353713362e+000
+7.07656565657e+005, -7.34484361042e-008, +1.78627259150e+000
+7.17737373737e+005, -7.28073927006e-008, +1.79924060801e+000
+7.27818181818e+005, -7.21500018766e-008, +1.81188911778e+000
+7.37898989899e+005, -7.15424462288e-008, +1.82497671586e+000
+7.47979797980e+005, -7.09181300954e-008, +1.83817983664e+000
+7.58060606061e+005, -7.02636210789e-008, +1.85183180684e+000
+7.68141414141e+005, -6.95937723666e-008, +1.86552157026e+000
+7.78222222222e+005, -6.89855316004e-008, +1.87977011426e+000
+7.88303030303e+005, -6.83969379677e-008, +1.89307483148e+000
+7.98383838384e+005, -6.77541438375e-008, +1.90756902067e+000
+8.08464646465e+005, -6.71531012369e-008, +1.92134260465e+000
+8.18545454545e+005, -6.65649026393e-008, +1.93593475267e+000
+8.28626262626e+005, -6.59786531095e-008, +1.95010888353e+000
+8.38707070707e+005, -6.54079742271e-008, +1.96452563477e+000
+8.48787878788e+005, -6.48414479344e-008, +1.97912692045e+000
+8.58868686869e+005, -6.42709196060e-008, +1.99356593785e+000
+8.68949494949e+005, -6.37045226320e-008, +2.00831864350e+000
+8.79030303030e+005, -6.31593027720e-008, +2.02341672679e+000
+8.89111111111e+005, -6.25866175564e-008, +2.03820459032e+000
+8.99191919192e+005, -6.20594755896e-008, +2.05343859500e+000
+9.09272727273e+005, -6.15172085256e-008, +2.06858412176e+000
+9.19353535354e+005, -6.09822025447e-008, +2.08446863847e+000
+9.29434343434e+005, -6.04551174121e-008, +2.10004726429e+000
+9.39515151515e+005, -5.99004250790e-008, +2.11572402559e+000
+9.49595959596e+005, -5.93694685847e-008, +2.13137717222e+000
+9.59676767677e+005, -5.88578890206e-008, +2.14762078500e+000
+9.69757575758e+005, -5.83426434099e-008, +2.16361117544e+000
+9.79838383838e+005, -5.78203336459e-008, +2.17986823763e+000
+9.89919191919e+005, -5.73204331459e-008, +2.19594906925e+000
+1.00000000000e+006, -5.68171452393e-008, +2.21267689085e+000
END
