!Agilent Technologies,E4990A,MY54202069,A.02.20
!Date: Thu Mar 05 04:03:18 2026

BEGIN CH1_DATA
Frequency(Hz), Cp(F)-data, Rp(Ohm)-data
+3.44747474747e+005, -1.70028879314e-013, +1.01478845090e+008
+3.54828282828e+005, -1.70206196990e-013, +1.00801326359e+008
+3.64909090909e+005, -1.70375446108e-013, +1.00198879806e+008
+3.74989898990e+005, -1.70475850899e-013, +9.77156877473e+007
+3.85070707071e+005, -1.70492509151e-013, +9.32038511221e+007
+3.95151515152e+005, -1.70406767236e-013, +8.67536643390e+007
+4.05232323232e+005, -1.70321298368e-013, +8.07003462908e+007
+4.15313131313e+005, -1.70236082663e-013, +7.50578309673e+007
+4.25393939394e+005, -1.70126277367e-013, +6.93056139788e+007
+4.35474747475e+005, -1.69995202051e-013, +6.36872009674e+007
+4.45555555556e+005, -1.69903191515e-013, +5.92590796920e+007
+4.55636363636e+005, -1.69847652874e-013, +5.57141152162e+007
+4.65717171717e+005, -1.69850459597e-013, +5.29632923410e+007
+4.75797979798e+005, -1.69963452550e-013, +5.10891369888e+007
+4.85878787879e+005, -1.70041406392e-013, +4.93188813307e+007
+4.95959595960e+005, -1.70086457725e-013, +4.76446082389e+007
+5.06040404040e+005, -1.70100572896e-013, +4.60591688095e+007
+5.16121212121e+005, -1.70021503519e-013, +4.46582655910e+007
+5.26202020202e+005, -8.35291218998e-008, +1.56960560785e+000
+5.36282828283e+005, -8.28064795289e-008, +1.57950002518e+000
+5.46363636364e+005, -8.20692489098e-008, +1.58918380855e+000
+5.56444444444e+005, -8.14306674202e-008, +1.59922069109e+000
+5.66525252525e+005, -8.06927812737e-008, +1.60946053718e+000
+5.76606060606e+005, -8.00186171036e-008, +1.61945840700e+000
+5.86686868687e+005, -7.93824408119e-008, +1.62995882634e+000
+5.96767676768e+005, -7.87015171915e-008, +1.64036027307e+000
+6.06848484848e+005, -7.80041818417e-008, +1.65084084716e+000
+6.16929292929e+005, -7.73724055979e-008, +1.66165467349e+000
+6.27010101010e+005, -7.67288885273e-008, +1.67233910523e+000
+6.37090909091e+005, -7.60474654076e-008, +1.68354263477e+000
+6.47171717172e+005, -7.53969768668e-008, +1.69427454047e+000
+6.57252525253e+005, -7.47408532542e-008, +1.70529150679e+000
+6.67333333333e+005, -7.41471034195e-008, +1.71714331681e+000
+6.77414141414e+005, -7.34940879228e-008, +1.72876445621e+000
+6.87494949495e+005, -7.28867018020e-008, +1.74012930891e+000
+6.97575757576e+005, -7.22789905473e-008, +1.75192106655e+000
+7.07656565657e+005, -7.16880644563e-008, +1.76335331852e+000
+7.17737373737e+005, -7.10745393271e-008, +1.77557414730e+000
+7.27818181818e+005, -7.04872468130e-008, +1.78772681964e+000
+7.37898989899e+005, -6.99054778277e-008, +1.79958785324e+000
+7.47979797980e+005, -6.93262007890e-008, +1.81180561373e+000
+7.58060606061e+005, -6.86954394776e-008, +1.82506683750e+000
+7.68141414141e+005, -6.81125111028e-008, +1.83769233570e+000
+7.78222222222e+005, -6.75107398475e-008, +1.85059283415e+000
+7.88303030303e+005, -6.69198773317e-008, +1.86370275157e+000
+7.98383838384e+005, -6.63483492084e-008, +1.87678697658e+000
+8.08464646465e+005, -6.57870991169e-008, +1.88978327490e+000
+8.18545454545e+005, -6.52265353066e-008, +1.90341703501e+000
+8.28626262626e+005, -6.46469669065e-008, +1.91651611110e+000
+8.38707070707e+005, -6.41409016174e-008, +1.93007646280e+000
+8.48787878788e+005, -6.35945291400e-008, +1.94360835271e+000
+8.58868686869e+005, -6.30583006307e-008, +1.95725812276e+000
+8.68949494949e+005, -6.25291194956e-008, +1.97111807434e+000
+8.79030303030e+005, -6.20001908065e-008, +1.98494555008e+000
+8.89111111111e+005, -6.14862194526e-008, +1.99935485600e+000
+8.99191919192e+005, -6.09750211752e-008, +2.01334844180e+000
+9.09272727273e+005, -6.04640742522e-008, +2.02781678041e+000
+9.19353535354e+005, -5.99483311199e-008, +2.04266218097e+000
+9.29434343434e+005, -5.94358807592e-008, +2.05698291788e+000
+9.39515151515e+005, -5.89392663111e-008, +2.07171678436e+000
+9.49595959596e+005, -5.84295728460e-008, +2.08658107917e+000
+9.59676767677e+005, -5.79416570977e-008, +2.10157076695e+000
+9.69757575758e+005, -5.74443518888e-008, +2.11624805877e+000
+9.79838383838e+005, -5.69583041368e-008, +2.13141431526e+000
+9.89919191919e+005, -5.64631804260e-008, +2.14647088089e+000
+1.00000000000e+006, -5.59938993646e-008, +2.16250398684e+000
END
