!Agilent Technologies,E4990A,MY54202069,A.02.20
!Date: Thu Mar 05 04:06:05 2026

BEGIN CH1_DATA
Frequency(Hz), Cp(F)-data, Rp(Ohm)-data
+3.44747474747e+005, -1.70028879314e-013, +1.01478845090e+008
+3.54828282828e+005, -1.70206196990e-013, +1.00801326359e+008
+3.64909090909e+005, -1.70375446108e-013, +1.00198879806e+008
+3.74989898990e+005, -1.70475850899e-013, +9.77156877473e+007
+3.85070707071e+005, -1.70492509151e-013, +9.32038511221e+007
+3.95151515152e+005, -1.70406767236e-013, +8.67536643390e+007
+4.05232323232e+005, -1.70321298368e-013, +8.07003462908e+007
+4.15313131313e+005, -1.70236082663e-013, +7.50578309673e+007
+4.25393939394e+005, -1.70126277367e-013, +6.93056139788e+007
+4.35474747475e+005, -1.69995202051e-013, +6.36872009674e+007
+4.45555555556e+005, -1.69903191515e-013, +5.92590796920e+007
+4.55636363636e+005, -1.69847652874e-013, +5.57141152162e+007
+4.65717171717e+005, -1.69850459597e-013, +5.29632923410e+007
+4.75797979798e+005, -1.69963452550e-013, +5.10891369888e+007
+4.85878787879e+005, -1.70041406392e-013, +4.93188813307e+007
+4.95959595960e+005, -1.70086457725e-013, +4.76446082389e+007
+5.06040404040e+005, -1.70100572896e-013, +4.60591688095e+007
+5.16121212121e+005, -1.70021503519e-013, +4.46582655910e+007
+5.26202020202e+005, -8.51991437207e-008, +1.57816514644e+000
+5.36282828283e+005, -8.43985233400e-008, +1.58850158520e+000
+5.46363636364e+005, -8.36721085661e-008, +1.59913463300e+000
+5.56444444444e+005, -8.29533369134e-008, +1.60948701447e+000
+5.66525252525e+005, -8.22557708245e-008, +1.61975644259e+000
+5.76606060606e+005, -8.15161806007e-008, +1.63030957152e+000
+5.86686868687e+005, -8.08525458981e-008, +1.64145086657e+000
+5.96767676768e+005, -8.01325917378e-008, +1.65236499397e+000
+6.06848484848e+005, -7.94563044590e-008, +1.66316520373e+000
+6.16929292929e+005, -7.87500113621e-008, +1.67477224908e+000
+6.27010101010e+005, -7.80623486672e-008, +1.68622478699e+000
+6.37090909091e+005, -7.73725617266e-008, +1.69788570172e+000
+6.47171717172e+005, -7.67070486858e-008, +1.70919348198e+000
+6.57252525253e+005, -7.60420958198e-008, +1.72117616274e+000
+6.67333333333e+005, -7.53828911291e-008, +1.73306726396e+000
+6.77414141414e+005, -7.47216262518e-008, +1.74470481876e+000
+6.87494949495e+005, -7.41036288689e-008, +1.75690405584e+000
+6.97575757576e+005, -7.34691653494e-008, +1.76935599918e+000
+7.07656565657e+005, -7.28623713352e-008, +1.78178026888e+000
+7.17737373737e+005, -7.22328037107e-008, +1.79423929559e+000
+7.27818181818e+005, -7.16199823167e-008, +1.80740171455e+000
+7.37898989899e+005, -7.10016683772e-008, +1.81982087631e+000
+7.47979797980e+005, -7.03913075705e-008, +1.83276005455e+000
+7.58060606061e+005, -6.97372017256e-008, +1.84644730725e+000
+7.68141414141e+005, -6.91433013398e-008, +1.85966435231e+000
+7.78222222222e+005, -6.84911861316e-008, +1.87328083366e+000
+7.88303030303e+005, -6.79058945412e-008, +1.88724816219e+000
+7.98383838384e+005, -6.73116471487e-008, +1.90080390048e+000
+8.08464646465e+005, -6.66988508629e-008, +1.91436339678e+000
+8.18545454545e+005, -6.61112376589e-008, +1.92849975931e+000
+8.28626262626e+005, -6.55529473687e-008, +1.94253577409e+000
+8.38707070707e+005, -6.49871256776e-008, +1.95698433693e+000
+8.48787878788e+005, -6.44300781522e-008, +1.97115970418e+000
+8.58868686869e+005, -6.38740557460e-008, +1.98542692971e+000
+8.68949494949e+005, -6.33161437224e-008, +1.99977940549e+000
+8.79030303030e+005, -6.27847718482e-008, +2.01448142097e+000
+8.89111111111e+005, -6.22336660595e-008, +2.02922022053e+000
+8.99191919192e+005, -6.16864696946e-008, +2.04462108178e+000
+9.09272727273e+005, -6.11630720217e-008, +2.05919648746e+000
+9.19353535354e+005, -6.06411287962e-008, +2.07412476005e+000
+9.29434343434e+005, -6.01087407769e-008, +2.08978005096e+000
+9.39515151515e+005, -5.95683397980e-008, +2.10560473244e+000
+9.49595959596e+005, -5.90570593658e-008, +2.12097764667e+000
+9.59676767677e+005, -5.85442364545e-008, +2.13640850821e+000
+9.69757575758e+005, -5.80536802120e-008, +2.15276464139e+000
+9.79838383838e+005, -5.75280680075e-008, +2.16840810774e+000
+9.89919191919e+005, -5.70354654172e-008, +2.18438166381e+000
+1.00000000000e+006, -5.65407046998e-008, +2.20056197282e+000
END
