!Agilent Technologies,E4990A,MY54202069,A.02.20
!Date: Thu Mar 05 04:04:45 2026

BEGIN CH1_DATA
Frequency(Hz), Cp(F)-data, Rp(Ohm)-data
+3.44747474747e+005, -1.70028879314e-013, +1.01478845090e+008
+3.54828282828e+005, -1.70206196990e-013, +1.00801326359e+008
+3.64909090909e+005, -1.70375446108e-013, +1.00198879806e+008
+3.74989898990e+005, -1.70475850899e-013, +9.77156877473e+007
+3.85070707071e+005, -1.70492509151e-013, +9.32038511221e+007
+3.95151515152e+005, -1.70406767236e-013, +8.67536643390e+007
+4.05232323232e+005, -1.70321298368e-013, +8.07003462908e+007
+4.15313131313e+005, -1.70236082663e-013, +7.50578309673e+007
+4.25393939394e+005, -1.70126277367e-013, +6.93056139788e+007
+4.35474747475e+005, -1.69995202051e-013, +6.36872009674e+007
+4.45555555556e+005, -1.69903191515e-013, +5.92590796920e+007
+4.55636363636e+005, -1.69847652874e-013, +5.57141152162e+007
+4.65717171717e+005, -1.69850459597e-013, +5.29632923410e+007
+4.75797979798e+005, -1.69963452550e-013, +5.10891369888e+007
+4.85878787879e+005, -1.70041406392e-013, +4.93188813307e+007
+4.95959595960e+005, -1.70086457725e-013, +4.76446082389e+007
+5.06040404040e+005, -1.70100572896e-013, +4.60591688095e+007
+5.16121212121e+005, -1.70021503519e-013, +4.46582655910e+007
+5.26202020202e+005, -8.19331749247e-008, +1.65202094131e+000
+5.36282828283e+005, -8.12201973657e-008, +1.66335271265e+000
+5.46363636364e+005, -8.05033242991e-008, +1.67382581891e+000
+5.56444444444e+005, -7.98060044246e-008, +1.68488822626e+000
+5.66525252525e+005, -7.90971802996e-008, +1.69639555024e+000
+5.76606060606e+005, -7.84457004173e-008, +1.70723367168e+000
+5.86686868687e+005, -7.77577579337e-008, +1.71868283611e+000
+5.96767676768e+005, -7.70669149189e-008, +1.73030348259e+000
+6.06848484848e+005, -7.64533925243e-008, +1.74232698580e+000
+6.16929292929e+005, -7.57542476168e-008, +1.75397578074e+000
+6.27010101010e+005, -7.50972675964e-008, +1.76616870272e+000
+6.37090909091e+005, -7.44489219497e-008, +1.77856549266e+000
+6.47171717172e+005, -7.37746081863e-008, +1.79034009285e+000
+6.57252525253e+005, -7.31529103120e-008, +1.80336694591e+000
+6.67333333333e+005, -7.25066966672e-008, +1.81580451106e+000
+6.77414141414e+005, -7.18675990974e-008, +1.82865234262e+000
+6.87494949495e+005, -7.12709495631e-008, +1.84161659073e+000
+6.97575757576e+005, -7.06668303631e-008, +1.85385211657e+000
+7.07656565657e+005, -7.00710193974e-008, +1.86786045415e+000
+7.17737373737e+005, -6.94610448182e-008, +1.88093408273e+000
+7.27818181818e+005, -6.88591920466e-008, +1.89429876585e+000
+7.37898989899e+005, -6.82666066374e-008, +1.90760940851e+000
+7.47979797980e+005, -6.76596754915e-008, +1.92194417360e+000
+7.58060606061e+005, -6.71040655907e-008, +1.93575614763e+000
+7.68141414141e+005, -6.64712186258e-008, +1.94985060859e+000
+7.78222222222e+005, -6.58479178227e-008, +1.96410717551e+000
+7.88303030303e+005, -6.52826519793e-008, +1.97931193261e+000
+7.98383838384e+005, -6.47068157379e-008, +1.99376075362e+000
+8.08464646465e+005, -6.41192891827e-008, +2.00837301157e+000
+8.18545454545e+005, -6.35664920540e-008, +2.02280434340e+000
+8.28626262626e+005, -6.30032723323e-008, +2.03833257928e+000
+8.38707070707e+005, -6.24526641271e-008, +2.05323672028e+000
+8.48787878788e+005, -6.19220211305e-008, +2.06893362232e+000
+8.58868686869e+005, -6.13866392888e-008, +2.08407058182e+000
+8.68949494949e+005, -6.08546914787e-008, +2.09902056513e+000
+8.79030303030e+005, -6.03451653138e-008, +2.11492076874e+000
+8.89111111111e+005, -5.97897624039e-008, +2.13001207709e+000
+8.99191919192e+005, -5.92946223967e-008, +2.14611517589e+000
+9.09272727273e+005, -5.87927381164e-008, +2.16250691305e+000
+9.19353535354e+005, -5.82485560666e-008, +2.17836760226e+000
+9.29434343434e+005, -5.77395635059e-008, +2.19479598373e+000
+9.39515151515e+005, -5.72424314965e-008, +2.21127938075e+000
+9.49595959596e+005, -5.67376118135e-008, +2.22753538280e+000
+9.59676767677e+005, -5.62438979639e-008, +2.24457828005e+000
+9.69757575758e+005, -5.57550317601e-008, +2.26135026071e+000
+9.79838383838e+005, -5.52512298365e-008, +2.27813984685e+000
+9.89919191919e+005, -5.47928561332e-008, +2.29500661667e+000
+1.00000000000e+006, -5.43044391879e-008, +2.31244606082e+000
END
